Category,Sub-Category,Profit per Order,Quantity,Sales,Sales per Customer
Office Supplies,Binders,-2.8,2,4,3.65
Furniture,Furnishings,15.79,2,40,40.48
Furniture,Furnishings,3.08,2,10,9.94
Office Supplies,Binders,33.57,9,107,107.42
Technology,Phones,10.99,1,38,37.91
Furniture,Furnishings,27.29,3,88,88.02
Office Supplies,Binders,-14.77,5,9,8.69
Furniture,Chairs,87.57,2,302,301.96
Office Supplies,Appliances,178.9,5,555,555.21
Office Supplies,Storage,130.87,4,523,523.48
Office Supplies,Art,46.93,9,162,161.82
Furniture,Furnishings,12.09,7,36,35.56
Office Supplies,Appliances,28.18,2,97,97.16
Office Supplies,Binders,5.14,5,15,15.24
Office Supplies,Paper,6.09,3,13,13.23
Office Supplies,Storage,-51.72,3,243,243.38
Technology,Accessories,29.95,5,120,119.8
Technology,Phones,30.08,4,301,300.77
Technology,Accessories,2.46,3,18,17.88
Office Supplies,Labels,85.53,3,236,235.94
Furniture,Chairs,43.22,3,393,392.94
Office Supplies,Binders,-13.85,3,19,18.88
Office Supplies,Appliances,12.23,3,122,122.33
Furniture,Furnishings,272.79,5,1049,1049.2
Office Supplies,Binders,5.01,4,15,15.42
Furniture,Furnishings,6.03,3,19,18.84
Office Supplies,Storage,85.9,2,330,330.4
Office Supplies,Labels,12.6,7,26,26.25
Technology,Accessories,54.33,4,133,132.52
Office Supplies,Paper,3.18,1,6,6.48
Office Supplies,Appliances,56.51,2,209,209.3
Office Supplies,Fasteners,9.86,5,32,31.56
Office Supplies,Appliances,3.01,2,30,30.14
Furniture,Furnishings,6.07,4,15,14.8
Technology,Phones,22.68,3,302,302.38
Technology,Accessories,31.6,4,316,316
Office Supplies,Paper,178.32,10,379,379.4
Office Supplies,Paper,45.98,2,98,97.82
Technology,Accessories,10.31,8,103,103.12
Office Supplies,Appliances,8.52,2,114,113.55
Office Supplies,Binders,-2.65,2,3,3.32
Office Supplies,Envelopes,45.32,2,134,134.29
Furniture,Chairs,-50.1,2,701,701.37
Office Supplies,Binders,-3.46,2,2,2.31
Office Supplies,Storage,124.93,7,999,999.43
Office Supplies,Storage,-135.77,14,724,724.08
Furniture,Tables,-118.13,5,919,918.78
Office Supplies,Binders,-4.22,3,3,2.72
Office Supplies,Storage,18.4,5,460,459.95
Office Supplies,Fasteners,5.26,3,11,10.74
Office Supplies,Supplies,2.08,3,24,23.76
Office Supplies,Paper,28.71,3,85,85.06
Technology,Phones,28.62,3,382,381.58
Furniture,Furnishings,8.73,5,30,30.36
Furniture,Furnishings,-14.39,3,24,23.98
Furniture,Tables,-71.89,1,109,108.92
Office Supplies,Paper,11.36,8,36,36.35
Office Supplies,Art,1.71,5,20,19.56
Office Supplies,Appliances,16.59,3,61,61.44
Office Supplies,Paper,17.5,5,39,38.9
Technology,Accessories,40.75,3,99,99.39
Office Supplies,Appliances,-7.39,3,3,2.69
Technology,Accessories,4.52,3,28,27.82
Furniture,Furnishings,-41.26,3,83,82.52
Office Supplies,Binders,-320.24,3,183,182.99
Office Supplies,Binders,4.66,3,14,14.35
Office Supplies,Storage,2.6,2,65,64.96
Office Supplies,Storage,18.52,4,69,68.6
Technology,Machines,-3839.99,4,8000,7999.98
Office Supplies,Appliances,14.65,2,167,167.44
Technology,Accessories,163.19,3,480,479.97
Office Supplies,Labels,6.87,2,15,14.62
Office Supplies,Paper,9.33,3,19,19.44
Furniture,Bookcases,4.8,2,192,191.98
Furniture,Furnishings,14.56,1,104,104.01
Technology,Phones,74.05,1,285,284.82
Office Supplies,Storage,10.32,3,37,36.84
Technology,Accessories,24.94,1,166,166.24
Office Supplies,Paper,16.03,5,33,33.4
Office Supplies,Art,17.35,8,198,198.27
Office Supplies,Labels,17.76,4,47,47.36
Office Supplies,Envelopes,62.81,7,201,200.98
Office Supplies,Labels,31.75,4,98,97.7
Office Supplies,Art,0.81,1,3,2.7
Office Supplies,Binders,-13.63,2,19,18.59
Office Supplies,Binders,-3.43,3,5,4.9
Furniture,Furnishings,4.14,3,15,15.07
Furniture,Furnishings,35.68,3,210,209.88
Furniture,Tables,-13.87,3,370,369.91
Office Supplies,Paper,3.63,2,10,10.37
Office Supplies,Appliances,18.77,5,167,166.84
Technology,Accessories,2.28,1,15,15.22
Technology,Accessories,52.78,4,120,119.96
Furniture,Bookcases,-110.49,5,884,883.92
Office Supplies,Binders,15.77,8,47,46.72
Office Supplies,Paper,26.63,1,55,55.48
Office Supplies,Envelopes,8.86,4,24,24.45
Office Supplies,Appliances,109.72,6,281,281.34
Technology,Phones,89.31,2,308,307.98
Technology,Accessories,113.99,3,300,299.97
Office Supplies,Binders,6.97,5,20,19.92
Furniture,Furnishings,3.08,2,10,9.94
Furniture,Furnishings,24.48,3,103,103.06
Office Supplies,Binders,19.44,3,60,59.81
Furniture,Furnishings,22,6,73,73.32
Office Supplies,Paper,73.41,3,147,146.82
Furniture,Tables,231.41,3,1653,1652.94
Office Supplies,Storage,80.02,3,296,296.37
Furniture,Furnishings,21.11,5,130,129.92
Office Supplies,Supplies,5.13,7,46,45.58
Office Supplies,Envelopes,6.37,2,18,17.57
Technology,Phones,5.6,1,56,55.99
Office Supplies,Paper,84.05,8,183,182.72
Furniture,Tables,-153.35,2,400,400.03
Office Supplies,Storage,10.09,3,34,33.63
Furniture,Chairs,102.5,3,543,542.65
Office Supplies,Labels,3.02,2,6,6.3
Office Supplies,Storage,9.72,3,243,242.94
Technology,Accessories,86.39,3,180,179.97
Office Supplies,Binders,33.65,6,100,99.7
Office Supplies,Binders,9.43,4,28,27.94
Furniture,Bookcases,18.7,1,85,84.98
Office Supplies,Binders,6.55,5,19,18.72
Technology,Accessories,8.5,2,50,49.98
Office Supplies,Labels,4.27,3,12,11.78
Office Supplies,Storage,-64.77,3,273,272.74
Office Supplies,Binders,-5.49,2,4,3.54
Office Supplies,Supplies,-10.95,5,52,51.52
Office Supplies,Paper,1.15,1,4,3.53
Office Supplies,Paper,1.68,1,5,4.62
Office Supplies,Supplies,6.21,4,55,55.17
Furniture,Tables,-28.36,10,567,567.12
Office Supplies,Storage,7.19,4,359,359.32
Technology,Phones,0.9,1,12,11.99
Office Supplies,Binders,26.7,3,58,58.05
Furniture,Furnishings,56.79,11,158,157.74
Office Supplies,Art,22.79,7,57,56.98
Office Supplies,Binders,1.41,1,3,2.88
Technology,Copiers,374.99,3,1200,1199.98
Furniture,Furnishings,28.77,4,80,79.92
Furniture,Tables,-167.32,4,383,383.44
Office Supplies,Storage,6.88,2,25,24.56
Technology,Accessories,47.92,4,120,119.8
Office Supplies,Binders,4.27,3,13,13.13
Office Supplies,Paper,10.22,4,23,22.72
Office Supplies,Paper,27.99,9,58,58.32
Office Supplies,Labels,5.7,3,12,12.39
Technology,Phones,-27,3,108,107.98
Office Supplies,Envelopes,5.34,2,11,11.36
Office Supplies,Envelopes,25.47,3,51,50.94
Technology,Accessories,258.7,6,647,646.74
Office Supplies,Binders,2.71,3,6,5.64
Office Supplies,Storage,34.35,6,573,572.58
Furniture,Furnishings,23.32,2,311,310.88
Furniture,Chairs,179.75,2,642,641.96
Office Supplies,Binders,9.14,2,18,18.28
Technology,Phones,51.75,3,207,207
Furniture,Bookcases,54.71,2,342,341.96
Furniture,Furnishings,11.08,2,28,28.4
Furniture,Tables,70.01,2,412,411.8
Furniture,Furnishings,34.07,3,213,212.94
Furniture,Furnishings,10.88,5,42,41.85
Furniture,Furnishings,32.16,5,67,67
Furniture,Chairs,412.54,7,1587,1586.69
Furniture,Furnishings,10.78,7,35,34.79
Furniture,Chairs,673.88,8,2808,2807.84
Furniture,Bookcases,-36.67,2,183,183.37
Furniture,Chairs,-14.87,2,520,520.46
Furniture,Chairs,-46.4,3,191,191.06
Furniture,Chairs,-9.13,3,128,127.87
Furniture,Tables,-39.51,3,307,307.31
Furniture,Bookcases,-70.49,5,493,493.43
Furniture,Chairs,-21.81,5,763,763.28
Furniture,Chairs,-12.85,5,899,899.43
Furniture,Tables,-81.31,5,517,517.41
Furniture,Bookcases,-30.29,6,424,424.12
Furniture,Bookcases,-52.89,2,156,156.37
Furniture,Bookcases,-96.47,3,410,410
Furniture,Bookcases,-14.2,5,241,241.33
Furniture,Tables,-175.26,4,292,292.1
Furniture,Furnishings,-1.44,1,2,1.99
Furniture,Furnishings,-7.48,2,9,8.54
Furniture,Furnishings,-12.75,3,24,24.29
Furniture,Furnishings,-10.17,3,23,22.61
Furniture,Furnishings,-6.81,3,10,10.48
Furniture,Furnishings,-6.3,4,14,14
Furniture,Furnishings,-40,7,62,61.54
Furniture,Furnishings,-20.73,9,75,75.38
Furniture,Bookcases,12.1,1,121,120.98
Furniture,Furnishings,26.6,1,102,102.3
Furniture,Furnishings,4.95,1,71,70.71
Furniture,Furnishings,3.24,2,10,9.82
Furniture,Furnishings,10.91,2,42,41.96
Furniture,Furnishings,2.96,2,6,6.16
Furniture,Furnishings,15.59,3,46,45.84
Furniture,Furnishings,20.48,3,114,113.79
Furniture,Furnishings,18.35,3,47,47.04
Furniture,Furnishings,17.32,4,173,173.24
Furniture,Chairs,88.73,5,355,354.9
Furniture,Furnishings,76.47,5,255,254.9
Furniture,Furnishings,4.65,6,11,10.56
Furniture,Chairs,227.21,9,909,908.82
Furniture,Chairs,260.61,9,1629,1628.82
Furniture,Chairs,10.65,1,64,63.88
Furniture,Chairs,1.31,1,118,117.88
Furniture,Chairs,72.53,2,408,408.01
Furniture,Chairs,140.4,2,632,631.78
Furniture,Chairs,-6.55,5,589,589.41
Furniture,Bookcases,-28.98,2,258,257.57
Furniture,Bookcases,-10.02,2,802,801.57
Furniture,Furnishings,-3.69,2,148,147.57
Furniture,Furnishings,10.39,2,52,51.97
Furniture,Furnishings,23.32,2,311,310.88
Furniture,Furnishings,1.61,3,5,5.35
Furniture,Furnishings,5.28,3,60,60.31
Furniture,Furnishings,2.25,3,23,22.51
Furniture,Furnishings,13.85,5,79,79.12
Furniture,Furnishings,15.39,5,88,87.92
Furniture,Furnishings,3.48,6,25,25.34
Furniture,Furnishings,69,7,263,262.86
Furniture,Furnishings,36.22,7,290,289.8
Furniture,Furnishings,4.8,8,128,127.94
Furniture,Furnishings,7.21,9,24,24.05
Furniture,Chairs,0,1,171,170.79
Furniture,Chairs,-7.1,2,99,99.37
Furniture,Chairs,-7.86,2,183,183.37
Furniture,Chairs,-29.15,2,113,113.37
Furniture,Tables,-47.18,3,550,550.43
Furniture,Chairs,-15.42,6,1079,1079.32
Furniture,Chairs,-73.18,8,341,341.49
Furniture,Tables,-122.88,3,410,409.59
Furniture,Tables,-153.12,9,383,382.81
Furniture,Bookcases,-45.35,3,87,87.21
Furniture,Bookcases,-78.08,5,177,177.45
Furniture,Bookcases,33.87,2,242,241.96
Furniture,Chairs,168.47,2,702,701.96
Furniture,Furnishings,2.78,2,9,8.96
Furniture,Bookcases,79.19,3,360,359.97
Furniture,Furnishings,74.81,3,192,191.82
Furniture,Furnishings,3.04,3,8,8.01
Furniture,Furnishings,11.18,4,40,39.92
Furniture,Tables,346.04,4,1505,1504.52
Furniture,Bookcases,88.73,5,355,354.9
Furniture,Furnishings,119.69,7,1197,1196.86
Furniture,Tables,158.53,7,1057,1056.86
Furniture,Bookcases,125.58,9,523,523.26
Furniture,Furnishings,4.77,1,18,18.18
Furniture,Furnishings,2,2,32,31.98
Furniture,Furnishings,25.18,2,336,335.74
Furniture,Bookcases,-15.72,3,314,314.35
Furniture,Furnishings,5.73,3,19,19.1
Furniture,Furnishings,5.78,3,21,21
Furniture,Furnishings,14.45,5,89,88.92
Furniture,Tables,-142.07,3,371,370.62
Furniture,Bookcases,39.75,2,142,141.96
Furniture,Bookcases,38,2,200,199.98
Furniture,Furnishings,15.47,2,129,128.9
Furniture,Furnishings,3.01,2,8,8.36
Furniture,Furnishings,3.69,2,9,9.46
Furniture,Furnishings,6.22,2,18,18.28
Furniture,Furnishings,10.57,2,25,25.16
Furniture,Furnishings,3.24,3,10,10.11
Furniture,Furnishings,34.15,3,163,162.6
Furniture,Furnishings,19.77,4,55,54.92
Furniture,Furnishings,27.31,4,152,151.72
Furniture,Furnishings,14.7,4,35,35
Furniture,Furnishings,34.81,4,81,80.96
Furniture,Furnishings,8.64,5,25,25.4
Furniture,Tables,311.65,5,1299,1298.55
Furniture,Furnishings,51.47,6,112,111.9
Furniture,Furnishings,11.46,7,37,36.96
Furniture,Furnishings,16.46,7,38,38.29
Furniture,Bookcases,14.1,2,240,239.67
Furniture,Bookcases,3.42,2,291,290.67
Furniture,Bookcases,225.73,5,1279,1279.16
Furniture,Chairs,5.48,1,49,48.71
Furniture,Furnishings,3.03,1,11,11.03
Furniture,Tables,2.63,1,210,210.01
Furniture,Chairs,23.84,2,381,381.44
Furniture,Chairs,-29.92,2,218,217.58
Furniture,Chairs,-8.08,2,162,161.57
Furniture,Chairs,-6.1,2,98,97.57
Furniture,Furnishings,10.39,2,52,51.97
Furniture,Chairs,-42.41,3,242,242.35
Furniture,Chairs,-36.44,3,194,194.35
Furniture,Furnishings,-13.32,3,266,266.35
Furniture,Tables,7.47,3,299,298.78
Furniture,Chairs,12.18,4,195,194.85
Furniture,Chairs,9.5,4,109,108.61
Furniture,Chairs,54.35,4,483,483.14
Furniture,Chairs,-67.94,5,604,603.92
Furniture,Chairs,0,5,2804,2803.92
Furniture,Chairs,90.97,7,1213,1212.96
Furniture,Chairs,-23.04,8,614,614.27
Furniture,Tables,-204.45,3,393,393.17
Furniture,Bookcases,-152.98,3,90,89.99
Furniture,Bookcases,-320.6,5,181,181.47
Furniture,Chairs,38.44,2,142,142.36
Furniture,Furnishings,6.17,2,17,17.14
Furniture,Tables,54.78,2,249,248.98
Furniture,Chairs,48.47,3,303,302.94
Furniture,Furnishings,14.85,3,212,212.13
Furniture,Chairs,356.23,5,1425,1424.9
Furniture,Furnishings,37.88,5,135,135.3
Furniture,Chairs,134.53,7,498,498.26
Furniture,Chairs,136.67,9,547,546.66
Furniture,Chairs,-14.87,2,520,520.46
Furniture,Tables,-68.13,2,251,251.01
Furniture,Chairs,-88.78,5,388,388.43
Furniture,Furnishings,-66.06,1,78,77.72
Furniture,Furnishings,-8.5,2,16,16.19
Furniture,Furnishings,-16.59,2,20,20.1
Furniture,Furnishings,-26.76,3,56,56.33
Furniture,Furnishings,-4.01,4,7,6.69
Furniture,Furnishings,-3.94,5,8,7.88
Furniture,Furnishings,-11.32,5,25,25.16
Furniture,Furnishings,-292.99,6,266,266.35
Furniture,Furnishings,-95.25,6,131,131.38
Furniture,Furnishings,-7.44,9,17,17.5
Furniture,Furnishings,9.89,2,27,27.46
Furniture,Furnishings,6.03,3,19,18.84
Furniture,Furnishings,20.78,4,61,61.12
Furniture,Furnishings,252.59,5,972,971.5
Furniture,Chairs,6.84,1,103,102.58
Furniture,Chairs,63.93,7,384,383.61
Furniture,Bookcases,5.13,1,137,136.78
Furniture,Furnishings,29.77,1,79,79.38
Furniture,Furnishings,7.69,6,51,51.26
Furniture,Chairs,-24.24,1,71,70.69
Furniture,Tables,-15.58,1,182,181.8
Furniture,Tables,-76.95,3,673,673.34
Furniture,Tables,-14.16,3,27,27.41
Furniture,Tables,-295.98,5,1045,1044.63
Furniture,Tables,-290.88,7,1091,1090.78
Furniture,Chairs,40.47,5,150,149.9
Furniture,Chairs,23.92,1,239,239.24
Furniture,Furnishings,0,2,64,63.97
Furniture,Furnishings,13.79,3,48,47.95
Furniture,Furnishings,41.26,3,165,165.05
Furniture,Furnishings,6.04,4,44,43.94
Furniture,Furnishings,12.99,6,130,129.89
Furniture,Chairs,98.48,7,1125,1125.49
Furniture,Furnishings,53.2,2,205,204.6
Furniture,Furnishings,6.22,2,18,18.28
Furniture,Furnishings,10.41,3,32,31.56
Furniture,Furnishings,8.74,3,24,24.27
Furniture,Furnishings,30.58,3,102,101.94
Furniture,Furnishings,11.65,4,32,32.36
Furniture,Furnishings,71.93,10,200,199.8
Furniture,Tables,-12.78,1,146,146.04
Furniture,Chairs,8.88,2,178,177.57
Furniture,Tables,-1.78,2,71,71.09
Furniture,Tables,9.1,2,364,364.08
Furniture,Chairs,105.02,4,934,933.54
Furniture,Chairs,15.22,1,61,60.89
Furniture,Chairs,33.22,2,302,301.96
Furniture,Chairs,72.64,3,303,302.67
Furniture,Furnishings,4.62,3,15,14.91
Furniture,Furnishings,53.27,3,333,332.94
Furniture,Furnishings,23.65,3,58,57.69
Furniture,Furnishings,213.69,6,822,821.88
Furniture,Chairs,-14.58,1,57,56.69
Furniture,Chairs,-28.69,1,106,105.69
Furniture,Chairs,-6.02,2,421,421.37
Furniture,Chairs,-29.25,2,108,107.77
Furniture,Chairs,-6.09,2,85,85.25
Furniture,Chairs,-1.22,2,85,85.25
Furniture,Tables,-131.95,2,402,401.59
Furniture,Chairs,-70.1,3,258,258.28
Furniture,Chairs,-32.66,3,254,254.06
Furniture,Chairs,-12.15,4,170,170.07
Furniture,Chairs,-17.74,5,248,248.43
Furniture,Chairs,-4.5,5,105,104.93
Furniture,Tables,-169.64,5,913,913.43
Furniture,Tables,-95.67,5,744,744.1
Furniture,Tables,-34.39,5,301,300.93
Furniture,Chairs,-163.58,7,603,602.65
Furniture,Chairs,-5.48,9,384,383.61
Furniture,Bookcases,-6.02,1,205,204.67
Furniture,Bookcases,-437.54,9,1352,1352.4
Furniture,Tables,-209.77,3,269,268.94
Furniture,Tables,-566.56,7,766,765.63
Furniture,Furnishings,-2.13,1,8,7.76
Furniture,Furnishings,-1.88,2,5,4.71
Furniture,Furnishings,-31.86,2,30,30.34
Furniture,Furnishings,-13.99,2,16,15.99
Furniture,Furnishings,-26.17,2,33,32.71
Furniture,Furnishings,-1.59,2,5,5.31
Furniture,Furnishings,-6.86,3,9,8.86
Furniture,Furnishings,-14.39,3,24,23.98
Furniture,Furnishings,-3.72,4,9,8.75
Furniture,Furnishings,-19.86,5,31,30.56
Furniture,Furnishings,-17.44,6,30,30.34
Furniture,Furnishings,-2.59,7,9,8.62
Furniture,Furnishings,2.14,1,7,7.38
Furniture,Furnishings,3.98,1,12,12.07
Furniture,Furnishings,6.89,1,15,14.98
Furniture,Chairs,20.73,2,122,121.96
Furniture,Furnishings,4.28,2,15,14.76
Furniture,Furnishings,8.04,2,30,29.78
Furniture,Furnishings,33.94,2,109,109.48
Furniture,Furnishings,4.28,2,15,14.76
Furniture,Furnishings,20.12,2,53,52.96
Furniture,Bookcases,31.04,3,345,344.94
Furniture,Bookcases,203.56,3,783,782.94
Furniture,Furnishings,49.8,3,277,276.69
Furniture,Furnishings,4.62,3,15,14.91
Furniture,Furnishings,7.77,3,18,17.67
Furniture,Chairs,150.38,4,752,751.92
Furniture,Furnishings,36.38,4,117,117.36
Furniture,Furnishings,6.91,4,20,20.32
Furniture,Chairs,481.47,5,1605,1604.9
Furniture,Furnishings,48.91,5,111,111.15
Furniture,Furnishings,15.43,5,43,42.85
Furniture,Furnishings,39.07,5,115,114.9
Furniture,Furnishings,37.88,5,135,135.3
Furniture,Furnishings,38.53,5,101,101.4
Furniture,Chairs,32.63,2,173,172.76
Furniture,Chairs,24.2,2,128,128.12
Furniture,Chairs,21.84,4,328,327.56
Furniture,Chairs,88.55,6,664,664.15
Furniture,Chairs,420.59,6,3785,3785.29
Furniture,Chairs,29.88,7,384,384.17
Furniture,Chairs,321.84,9,1931,1931.04
Furniture,Bookcases,-5.01,1,401,400.78
Furniture,Furnishings,1.42,2,8,8.13
Furniture,Furnishings,1.5,2,15,15.01
Furniture,Furnishings,3.14,2,19,19.31
Furniture,Furnishings,6.39,2,32,31.97
Furniture,Bookcases,90.29,3,722,722.35
Furniture,Furnishings,3.73,3,149,149.23
Furniture,Furnishings,-18.24,3,182,182.35
Furniture,Furnishings,9.72,3,49,48.58
Furniture,Furnishings,5.02,3,17,17.47
Furniture,Furnishings,3.01,4,20,20.1
Furniture,Furnishings,2.46,5,18,17.92
Furniture,Furnishings,2.29,5,8,8.32
Furniture,Furnishings,-30.39,5,304,303.92
Furniture,Furnishings,28.6,6,127,127.1
Furniture,Furnishings,19.34,9,91,91.01
Furniture,Tables,-60.61,1,386,385.69
Furniture,Chairs,-54.6,2,182,181.99
Furniture,Chairs,-21.72,3,380,380.06
Furniture,Chairs,-63.38,3,887,887.27
Furniture,Tables,-47.06,3,366,366.01
Furniture,Chairs,-51.98,6,910,909.72
Furniture,Chairs,-630.88,9,4416,4416.17
Furniture,Tables,-13.98,1,210,209.67
Furniture,Tables,-34.65,1,139,138.59
Furniture,Tables,-66.6,2,167,166.5
Furniture,Tables,-66.23,2,209,209.15
Furniture,Bookcases,-15.62,1,35,35.49
Furniture,Bookcases,-241.18,3,301,301.47
Furniture,Bookcases,-216.98,7,350,349.96
Furniture,Chairs,87.28,1,301,300.98
Furniture,Tables,22.35,1,86,85.98
Furniture,Chairs,90.59,2,302,301.96
Furniture,Chairs,12.99,2,52,51.96
Furniture,Tables,58.42,2,292,292.1
Furniture,Bookcases,23.32,3,146,145.74
Furniture,Chairs,81.17,3,369,368.97
Furniture,Chairs,77.62,3,259,258.75
Furniture,Furnishings,7.91,3,19,18.84
Furniture,Furnishings,41.04,3,187,186.54
Furniture,Furnishings,83.05,3,286,286.38
Furniture,Tables,160.16,3,843,842.94
Furniture,Chairs,76.11,5,304,304.45
Furniture,Furnishings,9.16,5,24,24.1
Furniture,Furnishings,7.39,5,15,15.4
Furniture,Chairs,87.35,6,546,545.94
Furniture,Furnishings,9.72,6,29,29.46
Furniture,Bookcases,291.38,7,1267,1266.86
Furniture,Furnishings,7.1,7,19,18.69
Furniture,Tables,245.02,7,1441,1441.3
Furniture,Chairs,314.04,8,1208,1207.84
Furniture,Chairs,163.79,14,1820,1819.86
Furniture,Chairs,6.48,1,65,64.78
Furniture,Chairs,22.53,2,225,225.3
Furniture,Furnishings,0.42,2,3,2.78
Furniture,Furnishings,6.36,2,28,28.27
Furniture,Furnishings,-2.28,3,91,91.03
Furniture,Furnishings,4.1,3,25,25.25
Furniture,Furnishings,15.59,3,78,77.95
Furniture,Bookcases,-7.77,4,155,155.46
Furniture,Chairs,12.18,4,195,194.85
Furniture,Tables,-1862.31,13,4298,4297.64
Furniture,Tables,-110.76,3,174,174.06
Furniture,Bookcases,7.77,1,49,48.58
Furniture,Furnishings,12.68,1,31,30.93
Furniture,Furnishings,14.57,2,40,40.48
Furniture,Furnishings,1.97,2,6,6.16
Furniture,Tables,44.71,2,172,171.96
Furniture,Bookcases,41.86,3,174,174.42
Furniture,Furnishings,4.51,3,13,12.54
Furniture,Furnishings,4.44,3,9,9.24
Furniture,Furnishings,9.56,3,20,19.92
Furniture,Furnishings,11.16,3,124,123.96
Furniture,Furnishings,10.41,3,32,31.56
Furniture,Furnishings,46.57,3,155,155.25
Furniture,Furnishings,4.47,3,12,12.42
Furniture,Furnishings,10.51,3,24,23.88
Furniture,Furnishings,2.23,4,7,6.96
Furniture,Furnishings,92.39,4,355,355.36
Furniture,Furnishings,29.15,4,81,80.96
Furniture,Furnishings,3.2,4,64,63.92
Furniture,Tables,116.87,4,1670,1669.6
Furniture,Tables,148.14,4,871,871.4
Furniture,Bookcases,56.39,5,705,704.9
Furniture,Furnishings,39.56,5,94,94.2
Furniture,Furnishings,7.7,5,25,24.85
Furniture,Furnishings,10.89,5,25,24.75
Furniture,Furnishings,34.28,8,78,77.92
Furniture,Furnishings,191.66,9,467,467.46
Furniture,Tables,239.91,9,2666,2665.62
Furniture,Bookcases,-13.8,2,195,195.47
